corpus,ckpt,arm,seed,eval_sub,q,skew,setting,n,prior,eer,legacy_eer,auc,accuracy,balanced_accuracy,fpr,fnr,oracle_accuracy,threshold_gap,threshold,exact_one_pct,near_one_pct,largest_tie_pct,n_unique
itw,deepfense_w2v2_aasist_s42,ours_fixed,0,0,0.3,0,available_pool,31779,0.3718178671,12.58414394,12.58395504,0.9473487678,82.3940338,84.20267004,22.85227671,8.742383209,90.73287391,8.338840115,0.5,0,0,0.9723402247,3935
itw,deepfense_w2v2_aasist_s42,ours_fixed,0,0,0.3,0,disjoint_eval,11779,0.3732914509,12.25835797,12.26572735,0.9490211455,82.23957891,84.16586529,23.43538336,8.232886059,90.94150607,8.701927159,0.5,0,0,1.061210629,2534
itw,deepfense_w2v2_aasist_s42,ours_gmm,0,0,0.3,0,available_pool,31779,0.3718178671,14.91087328,14.94727119,0.9294188303,54.99543724,63.99049671,71.09652858,0.9224779959,87.49803329,32.50259605,0.5,0,0,1.969854306,2877
itw,deepfense_w2v2_aasist_s42,ours_gmm,0,0,0.3,0,disjoint_eval,11779,0.3732914509,14.37317232,14.41083786,0.9311492399,55.01315901,63.91552003,71.21376321,0.955196725,87.54563206,32.53247305,0.5,0,0,1.944137872,1813
itw,deepfense_w2v2_aasist_s42,ours_oracle,0,0,0.3,0,available_pool,31779,0.3718178671,11.58763964,11.59121927,0.9523947205,91.2804053,89.162009,2.574763312,19.10121869,91.32760628,0.04720098178,0.5,0,0,0.503477139,3190
itw,deepfense_w2v2_aasist_s42,ours_oracle,0,0,0.3,0,disjoint_eval,11779,0.3732914509,11.05299068,11.04667957,0.9540675347,91.45088717,89.49623111,2.790571661,18.21696611,91.51880465,0.06791748026,0.5,0,0,0.5348501571,2081
itw,deepfense_w2v2_aasist_s42,source,0,0,0.3,0,available_pool,31779,0.3718178671,16.57997037,16.46989996,0.9171014468,39.08241291,51.50589101,96.95436558,0.03385240352,87.36587054,48.28345763,0.5,0,0,3.001982441,1576
itw,deepfense_w2v2_aasist_s42,source,0,0,0.3,0,disjoint_eval,11779,0.3732914509,16.40323275,16.42582591,0.9185645529,39.29026233,51.55082216,96.83012734,0.0682283375,87.37583836,48.08557603,0.5,0,0,3.013838187,916
itw,ssl_aasist_wavefake,eta,0,0,0.3,0,available_pool,31779,0.3718178671,4.595463778,4.594480875,0.9812494961,95.39003745,95.15986218,3.942293242,5.737982397,95.45611882,0.06608137449,0.5,30.0575852,34.04449479,30.0575852,1139
itw,ssl_aasist_wavefake,eta,0,0,0.3,0,disjoint_eval,11779,0.3732914509,4.659983744,4.649755347,0.9813775396,95.28822481,95.08671863,4.118125169,5.708437571,95.41557008,0.1273452755,0.5,30.21478903,34.34077596,30.21478903,704
itw,ssl_aasist_wavefake,ours_bbse,0,0,0.3,0,available_pool,31779,0.3718178671,4.540734447,4.541540603,0.9881779197,95.19808679,95.50097776,5.680508942,3.317535545,95.53164039,0.3335536046,0.5,0,0,0.7048679946,1897
itw,ssl_aasist_wavefake,ours_bbse,0,0,0.3,0,disjoint_eval,11779,0.3732914509,4.538065565,4.543310699,0.9886804148,95.22030733,95.56591903,5.797886752,3.070275188,95.48348756,0.263180236,0.5,0,0,0.7216232278,1294
itw,ssl_aasist_wavefake,ours_bbse,0,0,0.3,0.9,available_pool,13129,0.8999923833,5.026656512,5.022637667,0.9861873557,97.74544901,93.70393314,11.34805788,1.244075829,97.91301699,0.1675679793,0.5,0,0,1.957498667,1175
itw,ssl_aasist_wavefake,ours_bbse,0,0,0.3,0.95,available_pool,12438,0.9499919601,4.51929587,4.590837646,0.9901207584,98.6975398,91.62290436,16.23794212,0.5162491537,98.76185882,0.06431902235,0.5,0,0,2.25920566,955
itw,ssl_aasist_wavefake,ours_bbse,0,0,0.3,0.97,available_pool,12181,0.9700353009,3.835616438,3.838932119,0.9905187765,98.90813562,92.26844724,14.79452055,0.6685849695,99.11337329,0.2052376652,0.5,0,0,2.093424185,845
itw,ssl_aasist_wavefake,ours_conf,0,0,0.3,0,available_pool,31779,0.3718178671,4.875811884,4.881289187,0.9860909151,86.64526889,89.30471228,21.06897761,0.3215978334,95.17920639,8.533937506,0.5,0,35.35038862,13.81730073,2387
itw,ssl_aasist_wavefake,ours_conf,0,0,0.3,0,disjoint_eval,11779,0.3732914509,4.857342902,4.869665883,0.9866220115,86.56082859,89.22739372,21.29504199,0.2501705708,95.1778589,8.617030308,0.5,0,35.64818745,14.20324306,1649
itw,ssl_aasist_wavefake,ours_fixed,0,0,0.3,0,available_pool,31779,0.3718178671,4.553423834,4.553286054,0.9882281162,95.38374398,95.41043661,4.693683314,4.485443466,95.49073287,0.106988892,0.5,0,0,0.7803895654,1908
itw,ssl_aasist_wavefake,ours_fixed,0,0,0.3,0,disjoint_eval,11779,0.3732914509,4.632890815,4.636208883,0.9887608402,95.35614229,95.40759762,4.795448388,4.389356379,95.44103914,0.08489685033,0.5,0,0,0.772561338,1296
itw,ssl_aasist_wavefake,ours_fixed,0,0,0.02,0.9,available_pool,13129,0.8999923833,5.039669946,5.035332318,0.9860997919,97.75306573,93.67431551,11.42421935,1.227149628,97.92063371,0.1675679793,0.5,0,0,2.422118973,1181
itw,ssl_aasist_wavefake,ours_fixed,0,0,0.02,0.95,available_pool,12438,0.9499919601,4.578537576,4.540072647,0.989937686,98.60106126,92.48597738,14.30868167,0.7193635748,98.7698987,0.1688374337,0.5,0,0,2.500401994,966
itw,ssl_aasist_wavefake,ours_fixed,0,0,0.02,0.97,available_pool,12181,0.9700353009,3.909310033,3.877016073,0.9900084399,98.58796486,93.29820953,12.32876712,1.074813812,99.08874477,0.5007799031,0.5,0,0,2.569575569,919
itw,ssl_aasist_wavefake,ours_fixed,0,0,0.1,0.9,available_pool,13129,0.8999923833,5.255140899,5.255363273,0.9853036932,95.92505141,94.99433688,6.169078446,3.8422478,97.82161627,1.896564856,0.5,0,0,1.454794729,1324
itw,ssl_aasist_wavefake,ours_fixed,0,0,0.1,0.95,available_pool,12438,0.9499919601,4.942450914,4.963186872,0.9889181681,92.63547194,94.60081376,3.215434084,7.582938389,98.6251809,5.989708956,0.5,0,0,0.820067535,1559
itw,ssl_aasist_wavefake,ours_fixed,0,0,0.1,0.97,available_pool,12181,0.9700353009,4.657534247,4.664582966,0.9885903488,89.39331746,93.73630833,1.643835616,10.88354773,98.96560217,9.572284706,0.5,0,0,0.6157129956,1846
itw,ssl_aasist_wavefake,ours_fixed,0,0,0.3,0.9,available_pool,13129,0.8999923833,6.016755522,6.017010124,0.9785201279,73.2729073,84.44065671,1.599390708,29.51929587,96.86190875,23.58900145,0.5,0,0,0.3046690532,2491
itw,ssl_aasist_wavefake,ours_fixed,0,0,0.3,0.95,available_pool,12438,0.9499919601,5.655345517,5.716334819,0.9819335927,68.47563917,83.02731922,0.8038585209,33.14150305,97.45939862,28.98375945,0.5,0,0,0.2813957228,2545
itw,ssl_aasist_wavefake,ours_fixed,0,0,0.3,0.97,available_pool,12181,0.9700353009,5.205479452,5.205143247,0.9812742879,65.42155816,81.77844529,0.8219178082,35.6211916,97.85731878,32.43576061,0.5,0,0,0.2873327313,2619
itw,ssl_aasist_wavefake,ours_gmm,0,0,0.3,0,available_pool,31779,0.3718178671,4.608525773,4.610457876,0.9881154607,95.37115705,95.40041808,4.713720383,4.485443466,95.46555902,0.09440196356,0.5,0,0,0.74262878,1945
itw,ssl_aasist_wavefake,ours_gmm,0,0,0.3,0,disjoint_eval,11779,0.3732914509,4.63952695,4.642982115,0.9886690157,95.33067323,95.38727792,4.836087781,4.389356379,95.41557008,0.08489685033,0.5,0,0,0.789540708,1322
itw,ssl_aasist_wavefake,ours_oracle,0,0,0.3,0,available_pool,31779,0.3718178671,4.671631686,4.670134332,0.9877408446,95.33339627,95.31855497,4.623553574,4.739336493,95.39633091,0.06293464237,0.5,0,0,0.7992699581,1897
itw,ssl_aasist_wavefake,ours_oracle,0,0,0.3,0,disjoint_eval,11779,0.3732914509,4.700623137,4.704189213,0.9882923519,95.30520418,95.31178033,4.714169602,4.662269729,95.37312166,0.06791748026,0.5,0,0,0.7980303931,1302
itw,ssl_aasist_wavefake,sar,0,0,0.3,0,available_pool,31779,0.3718178671,5.016191801,5.016447617,0.9856932473,88.11793952,90.43888862,18.61443671,0.5077860528,95.07851097,6.960571447,0.5,0,0,1.129676831,2823
itw,ssl_aasist_wavefake,sar,0,0,0.3,0,disjoint_eval,11779,0.3732914509,4.923929422,4.919501591,0.9862725053,88.08048221,90.38922255,18.72121376,0.5003411417,95.11843111,7.037948892,0.5,0,0,1.19704559,1984
itw,ssl_aasist_wavefake,shot,0,0,0.3,0,available_pool,31779,0.3718178671,4.967517671,4.967132662,0.9826233224,85.25126656,88.21242878,23.33817562,0.2369668246,95.04389691,9.792630353,0.5,0,0,4.210327575,2120
itw,ssl_aasist_wavefake,shot,0,0,0.3,0,disjoint_eval,11779,0.3732914509,4.859362066,4.881037273,0.9829274344,85.35529332,88.27479106,23.24573286,0.2046850125,95.20332796,9.848034638,0.5,0,0,4.363698107,1407
itw,ssl_aasist_wavefake,source,0,0,0.3,0,available_pool,31779,0.3718178671,5.060450924,5.059975588,0.9854131167,78.24349413,82.66742123,34.58898963,0.07616790792,95.00613613,16.762642,0.5,0,0,1.230372258,3358
itw,ssl_aasist_wavefake,source,0,0,0.3,0,disjoint_eval,11779,0.3732914509,5.015395856,5.019173007,0.9859058543,78.43620002,82.78219577,34.36738011,0.0682283375,95.05051363,16.61431361,0.5,0,0,1.451736141,2375
itw,ssl_aasist_wavefake,source,0,0,0.02,0.9,available_pool,13129,0.8999923833,5.255140899,5.255363273,0.9850284652,96.48868916,82.74942557,34.42498096,0.07616790792,97.74544901,1.256759845,0.5,0,0,2.8638891,1190
itw,ssl_aasist_wavefake,source,0,0,0.02,0.95,available_pool,12438,0.9499919601,4.662379421,4.667005554,0.9893568343,98.29554591,83.56743377,32.79742765,0.06770480704,98.71361955,0.4180736453,0.5,0,0,3.328509407,836
itw,ssl_aasist_wavefake,source,0,0,0.02,0.97,available_pool,12181,0.9700353009,3.743597469,3.783921963,0.9899421263,98.94097365,83.52355988,32.87671233,0.07616790792,99.08874477,0.147771119,0.5,0,0,3.234545604,695
itw,ssl_aasist_wavefake,source,0,0,0.1,0.9,available_pool,13129,0.8999923833,5.255140899,5.255363273,0.9850284652,96.48868916,82.74942557,34.42498096,0.07616790792,97.74544901,1.256759845,0.5,0,0,2.8638891,1190
itw,ssl_aasist_wavefake,source,0,0,0.1,0.95,available_pool,12438,0.9499919601,4.662379421,4.667005554,0.9893568343,98.29554591,83.56743377,32.79742765,0.06770480704,98.71361955,0.4180736453,0.5,0,0,3.328509407,836
itw,ssl_aasist_wavefake,source,0,0,0.1,0.97,available_pool,12181,0.9700353009,3.743597469,3.783921963,0.9899421263,98.94097365,83.52355988,32.87671233,0.07616790792,99.08874477,0.147771119,0.5,0,0,3.234545604,695
itw,ssl_aasist_wavefake,source,0,0,0.3,0.9,available_pool,13129,0.8999923833,5.255140899,5.255363273,0.9850284652,96.48868916,82.74942557,34.42498096,0.07616790792,97.74544901,1.256759845,0.5,0,0,2.8638891,1190
itw,ssl_aasist_wavefake,source,0,0,0.3,0.95,available_pool,12438,0.9499919601,4.662379421,4.667005554,0.9893568343,98.29554591,83.56743377,32.79742765,0.06770480704,98.71361955,0.4180736453,0.5,0,0,3.328509407,836
itw,ssl_aasist_wavefake,source,0,0,0.3,0.97,available_pool,12181,0.9700353009,3.743597469,3.783921963,0.9899421263,98.94097365,83.52355988,32.87671233,0.07616790792,99.08874477,0.147771119,0.5,0,0,3.234545604,695
itw,ssl_aasist_wavefake,tent,0,0,0.3,0,available_pool,31779,0.3718178671,4.61238998,4.61296251,0.9831972685,95.37430379,95.16806201,4.027450784,5.636425186,95.45611882,0.08181503509,0.5,28.50309953,33.65115328,28.50309953,1197
itw,ssl_aasist_wavefake,tent,0,0,0.3,0,disjoint_eval,11779,0.3732914509,4.594041392,4.579599943,0.9833349682,95.28822481,95.11890573,4.21295042,5.549238117,95.42405977,0.1358349605,0.5,28.69513541,33.92478139,28.69513541,741
